Dimension;Seed_word_adjusted;Seed_word_final;Source
Strategy                ;stakeholder analysis;stakeholder_analysis;CGMA PQS
Strategy                ;value creation;value_creation;GMAP, IMA MACF (Operations?), IFAC IGPG, IM SMA RMF
Strategy                ;action planning;action_planning;CGMA PQS, Malmi & Brown (2008) (short-term)
Strategy                ;strategic control;strategic_control;CGMA PQS, Otley (2016)
Strategy                ;strategic control system;strategic_control_system;CGMA PQS, Otley (2016)
Strategy                ;swot analysis;swot_analysis;CGMA PQS, IMA MACF, Chenhall & Moers (2015), Nixon & Burns (2012)
Strategy                ;competitor analysis;competitor_analysis;CGMA PQS, Cadez & Guilding (2008)
Strategy                ;competitor monitoring;competitor_monitoring;CGMA PQS, Cadez & Guilding (2008)
Strategy                ;competitor position;competitor_position;CGMA PQS, Cadez & Guilding (2008)
Strategy                ;competitor position analysis;competitor_position_analysis;CGMA PQS, Cadez & Guilding (2008)
Strategy                ;competitor position monitoring;competitor_position_monitoring;CGMA PQS, Cadez & Guilding (2008)
Strategy                ;customer analysis;customer_analysis;CGMA PQS
Strategy                ;product matrix ;product_matrix;CGMA PQS
Strategy                ;market matrix ;market_matrix;CGMA PQS
Strategy                ;product market matrix  ;product_market_matrix;CGMA PQS
Strategy                ;value chain analysis;value_chain_analysis;CGMA PQS, Chenhall & Moers (2015), Abdel-Kader & Luther (2008), Nixon & Burns (2012)
Strategy                ;target setting;target_setting;CGMA PQS, Ferreira & Otley (2009)
Strategy                ;key success factors ;key_success_factors;CGMA PQS, IMA EMAC, Ferreira & Otley (2009)
Strategy                ;critical success factors ;critical_success_factors;CGMA PQS, IMA EMAC, Ferreira & Otley (2009)
Strategy                ;competitive advantage;competitive_advantage;GMAP, IMA MACF, Nixon & Burns (2012), IFAC IGPG
Strategy                ;change management process;change_management_process;CGMA PQS, CGMA CF, IMA EMAC
Strategy                ;change management strategy;change_management_strategy;CGMA PQS, CGMA CF, IMA EMAC
Strategy                ;analyse orginisation environment;analyse_orginisation_environment;CGMA CF
Strategy                ;identify core competencies;identify_core_competencies;CGMA CF, Nixon & Burns (2012)
Strategy                ;economic indicator;economic_indicator;CGMA CF
Strategy                ;macro economic indicators;macro_economic_indicators;CGMA CF
Strategy                ;macro economic indicator;macro_economic_indicator;CGMA CF
Strategy                ;tactical planning;tactical_planning;IMA MACF
Strategy                ;long term thinking;long_term_thinking;IMA MACF
Strategy                ;pest analysis;pest_analysis;IMA MACF (Strategy or Risk?)
Strategy                ;threat of new entrants;threat_of_new_entrants;IMA MACF
Strategy                ;power of suppliers;power_of_suppliers;IMA MACF
Strategy                ;power of buyers;power_of_buyers;IMA MACF
Strategy                ;availability of substitutes;availability_of_substitutes;IMA MACF
Strategy                ;competitive rivalry;competitive_rivalry;IMA MACF
Strategy                ;balancing objectives and trade offs;balancing_objectives_and_trade_offs;IMA MACF
Strategy                ;innovation effectiveness;innovation_effectiveness;IMA MACF
Strategy                ;war gaming;war_gaming;IMA MACF
Strategy                ;customer behaviour;customer_behaviour;IMA MACF
Strategy                ;coporate vision;coporate_vision;IMA MACF
Strategy                ;coporate vision plan;coporate_vision_plan;IMA MACF
Strategy                ;strategic goal setting;strategic_goal_setting;IMA MACF
Strategy                ;strategic goal setting process;strategic_goal_setting_process;IMA MACF
Strategy                ;product life cycle management;product_life_cycle_management;GMAP, Abdel-Kader & Luther (2008), Nixon & Burns (2012), Otley (2016)
Strategy                ;ecosystem;ecosystem;CGMA PQS, IFAC IGPG
Strategy                ;change management;change_management;CGMA PQS, CGMA CF, IMA EMAC
Strategy                ;industry competitive structure;industry_competitive_structure;IMA MACF
Strategy                ;strategic risks;strategic_risks;IMA MACF
Strategy                ;supply chain analysis;supply_chain_analysis;IMA EMAC
Strategy                ;strategic management plan;strategic_management_plan;IMA EMAC, Ferreira & Otley (2009),Nixon & Burns (2012)
Strategy                ;strategic management process;strategic_management_process;IMA EMAC, Ferreira & Otley (2009),Nixon & Burns (2012)
Strategy                ;theory of constraints;theory_of_constraints;IMA EMAC, Chenhall & Moers (2015)
Strategy                ;competitive position monitoring;competitive_position_monitoring;Cadez & Guilding (2008), Chenhall & Moers (2015), Abdel-Kader & Luther (2008)
Strategy                ;brand valuation;brand_valuation;Cadez & Guilding (2008)
Strategy                ;low cost strategy;low_cost_strategy;Chenhall & Moers (2015)
Strategy                ;industry analysis;industry_analysis;Abdel-Kader & Luther (2008), Nixon & Burns (2012)
Strategy                ;industry analysis model;industry_analysis_model;Abdel-Kader & Luther (2008), Nixon & Burns (2012)
Strategy                ;analysis of competitive position;analysis_of_competitive_position;Abdel-Kader & Luther (2008)
Strategy                ;mission and vision;mission_and_vision;Ferreira & Otley (2009)
Strategy                ;strategic risk;strategic_risk;IMA MACF
Strategy                ;differentiation strategy;differentiation_strategy;Ferreira & Otley (2009)
Strategy                ;strategic implementation process;strategic_implementation_process;Ferreira & Otley (2009)
Strategy                ;long range forecasting;long_range_forecasting;Abdel-Kader & Luther (2008), Nixon & Burns (2012), Malmi & Brown (2008)
Strategy                ;long range forecasting planning;long_range_forecasting_planning;Abdel-Kader & Luther (2008), Nixon & Burns (2012), Malmi & Brown (2008)
Strategy                ;portfolio matrix;portfolio_matrix;Nixon & Burns (2012)
Strategy                ;growth share matrix;growth_share_matrix;Nixon & Burns (2012)
Strategy                ;ge matrix;ge_matrix;Nixon & Burns (2012)
Strategy                ;pims analysis;pims_analysis;Nixon & Burns (2012)
Strategy                ;business relationship;business_relationship;IMA MACF
Strategy                ;pims initiative;pims_initiative;Nixon & Burns (2012)
Strategy                ;resources analysis;resources_analysis;Nixon & Burns (2012)
Strategy                ;capabilities analysis;capabilities_analysis;Nixon & Burns (2012)
Strategy                ;strategic option analysis;strategic_option_analysis;Nixon & Burns (2012)
Strategy                ;strategic entrepreneurship;strategic_entrepreneurship;Nixon & Burns (2012)
Strategy                ;intellectual capital management;intellectual_capital_management;Nixon & Burns (2012)
Strategy                ;resource based approach;resource_based_approach;Nixon & Burns (2012)
Strategy                ;market position;market_position;Otley (2016)
Strategy                ;competitor cost assessment;competitor_cost_assessment;Cadez & Guilding (2008), Chenhall & Moers (2015)
Strategy                ;competitor price;competitor_price;Cadez & Guilding (2008)
Strategy                ;competitor price reactions;competitor_price_reactions;Cadez & Guilding (2008)
Strategy                ;competitor price reaction;competitor_price_reaction;Cadez & Guilding (2008)
Strategy                ;competitor market strategy;competitor_market_strategy;Cadez & Guilding (2008)
Strategy                ;assessing competitor market strategy;assessing_competitor_market_strategy;Cadez & Guilding (2008)
Strategy                ;strategic uncertainties;strategic_uncertainties;IMA EMAC (Simon큦 levers of control)
Strategy                ;strategic uncertainty;strategic_uncertainty;IMA EMAC (Simon큦 levers of control)
Strategy                ;competitive environment;competitive_environment;IMA SMA RMF
Strategy                ;competitor accounting;competitor_accounting;Cadez & Guilding (2008)
Strategy                ;alternative strategy;alternative_strategy;COSO ERM
Strategy                ;strategic position;strategic_position;Porter (2008)
Strategy                ;competitive position;competitive_position;Porter (2008)
Strategy                ;market share;market_share;Porter (2008)
Strategy                ;industry trends;industry_trends;Porter (2008)
Strategy                ;industry trend;industry_trend;Porter (2008)
Strategy                ;competitive forces;competitive_forces;Porter (2008)
Strategy                ;competitive force;competitive_force;Porter (2008)
Strategy                ;industry forces;industry_forces;Porter (2008)
Strategy                ;industry force;industry_force;Porter (2008)
Strategy                ;entry barriers;entry_barriers;Porter (2008)
Strategy                ;entry barrier;entry_barrier;Porter (2008)
Strategy                ;strategic goal;strategic_goal;Kaplan & Norton (1996)
Strategy                ;organizational alignment;organizational_alignment;Kaplan & Norton (1996)
Strategy                ;customer objectives;customer_objectives;Kaplan & Norton (1996)
Strategy                ;customer objective;customer_objective;Kaplan & Norton (1996)
Strategy                ;customer perspective;customer_perspective;Kaplan & Norton (1996)
Strategy                ;Growth perspective;Growth_perspective;Kaplan & Norton (1996)
Strategy                ;Internal process perspective;Internal_process_perspective;Kaplan & Norton (1996)
